Age,Attrition,BusinessTravel,Daily Rate,Department,Distance From Home,Education,Education Field,EmployeeNumber,Environment Satisfaction,Gender,Hourly Rate,Job Involvement,Job Level,JobRole,Job Satisfaction,Marital Status,Monthly Income,Monthly Rate,Num Companies Worked,Overtime,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Stock Option Level,Total Working Years,Training Times Last Year,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Current Manager
26,No,Travel Rarely,841,Research & Development,6,Bachelor,Other,164,High,Female,46,Medium,1,Research Scientist,Medium,Married,2368,23300,1.0,No Overtime,19,3,High,0,5.0,3,Medium,5,4.0,4.0,3.0
58,Yes,Travel Rarely,147,Research & Development,23,Master,Medical,165,Very High,Female,94,High,3,Healthcare Representative,Very High,Married,10312,3465,1.0,No Overtime,12,3,Very High,1,28.5,3,Medium,18,10.0,7.5,6.0
19,Yes,Travel Rarely,528,Sales,22,Below College,Marketing,167,Very High,Male,50,High,1,Sales Representative,High,Single,1675,26820,1.0,Overtime,19,3,Very High,0,0.0,2,Medium,0,0.0,0.0,0.0
22,No,Travel Rarely,594,Research & Development,2,Below College,Technical Degree,169,High,Male,100,High,1,Laboratory Technician,Very High,Married,2523,19299,0.0,No Overtime,14,3,High,1,3.0,2,High,2,1.0,2.0,1.0
49,No,Travel Rarely,470,Research & Development,20,Master,Medical,170,High,Female,96,High,2,Manufacturing Director,Low,Married,6567,5549,1.0,No Overtime,14,3,High,0,16.0,2,Medium,15,11.0,5.0,11.0
43,No,Travel Frequently,957,Research & Development,28,Bachelor,Medical,171,Medium,Female,72,Very High,1,Research Scientist,High,Single,4739,16090,4.0,No Overtime,12,3,Very High,0,18.0,2,High,3,2.0,1.0,2.0
50,No,Travel Frequently,809,Sales,12,Bachelor,Marketing,174,High,Female,77,High,3,Sales Executive,Very High,Single,9208,6645,4.0,No Overtime,11,3,Very High,0,16.0,3,High,2,2.0,2.0,1.0
31,Yes,Travel Rarely,542,Sales,20,Bachelor,Life Sciences,175,Medium,Female,71,Low,2,Sales Executive,High,Married,4559,24788,3.0,Overtime,11,3,High,1,4.0,2,High,2,2.0,2.0,2.0
41,No,Travel Rarely,802,Sales,9,Below College,Life Sciences,176,High,Male,96,High,3,Sales Executive,High,Divorced,8189,21196,3.0,Overtime,13,3,High,1,12.0,2,High,9,7.0,0.0,7.0
26,No,Travel Rarely,1355,Human Resources,25,Below College,Life Sciences,177,High,Female,61,High,1,Human Resources,High,Married,2942,8916,1.0,No Overtime,23,4,Very High,1,8.0,3,High,8,7.0,5.0,7.0
36,No,Travel Rarely,216,Research & Development,6,College,Medical,178,Medium,Male,84,High,2,Manufacturing Director,Medium,Divorced,4941,2819,6.0,No Overtime,20,4,Very High,2,7.0,0,High,3,2.0,0.0,1.0
51,Yes,Travel Frequently,1150,Research & Development,8,Master,Life Sciences,179,Low,Male,53,Low,3,Manufacturing Director,Very High,Single,10650,25150,2.0,No Overtime,15,3,Very High,0,18.0,2,High,4,2.0,0.0,3.0
39,No,Travel Rarely,1329,Sales,4,Master,Life Sciences,182,Very High,Female,47,Medium,2,Sales Executive,High,Married,5902,14590,4.0,No Overtime,14,3,High,1,17.0,1,Very High,15,11.0,5.0,9.0
25,No,Travel Rarely,959,Sales,28,Bachelor,Life Sciences,183,Low,Male,41,Medium,2,Sales Executive,High,Married,8639,24835,2.0,No Overtime,18,3,Very High,0,6.0,3,High,2,2.0,2.0,2.0
30,No,Travel Rarely,1240,Human Resources,9,Bachelor,Human Resources,184,High,Male,48,High,2,Human Resources,Very High,Married,6347,13982,0.0,Overtime,19,3,Very High,0,12.0,2,Low,11,9.0,4.0,7.0
32,Yes,Travel Rarely,1033,Research & Development,9,Bachelor,Medical,190,Low,Female,41,High,1,Laboratory Technician,Low,Single,4200,10224,7.0,No Overtime,22,4,Low,0,10.0,2,Very High,5,4.0,0.0,4.0
45,No,Travel Rarely,1316,Research & Development,29,Bachelor,Medical,192,High,Male,83,High,1,Research Scientist,Very High,Single,3452,9752,5.0,No Overtime,13,3,Medium,0,9.0,2,Medium,6,5.0,0.0,3.0
38,No,Travel Rarely,364,Research & Development,3,Doctor,Technical Degree,193,Very High,Female,32,High,2,Research Scientist,High,Single,4317,2302,3.0,Overtime,20,4,Medium,0,19.0,2,High,3,2.0,2.0,2.0
30,No,Travel Rarely,438,Research & Development,18,Bachelor,Life Sciences,194,Low,Female,75,High,1,Research Scientist,High,Single,2632,23910,1.0,No Overtime,14,3,High,0,5.0,4,Medium,5,4.0,0.0,4.0
32,No,Travel Frequently,689,Sales,9,College,Medical,195,Very High,Male,35,Low,2,Sales Executive,Very High,Divorced,4668,22812,0.0,No Overtime,17,3,Very High,3,9.0,2,Very High,8,7.0,0.0,7.0
30,No,Travel Rarely,201,Research & Development,5,Bachelor,Technical Degree,197,Very High,Female,84,High,1,Research Scientist,Low,Divorced,3204,10415,5.0,No Overtime,14,3,Very High,1,8.0,3,High,3,2.0,2.0,2.0
30,No,Travel Rarely,1427,Research & Development,2,Below College,Medical,198,Medium,Male,35,Medium,1,Laboratory Technician,Very High,Single,2720,11162,0.0,No Overtime,13,3,Very High,0,6.0,3,High,5,3.0,1.0,2.0
41,No,Travel Frequently,857,Research & Development,10,Bachelor,Life Sciences,199,Very High,Male,91,Medium,4,Manager,Low,Divorced,16581,12888,4.0,No Overtime,13,3,Medium,1,21.0,2,Medium,7,6.0,7.0,7.0
41,No,Travel Rarely,933,Research & Development,9,Master,Life Sciences,200,High,Male,94,High,1,Laboratory Technician,Low,Married,2238,6961,2.0,No Overtime,21,4,Very High,1,7.0,2,High,5,0.0,1.0,4.0
19,No,Travel Rarely,1181,Research & Development,3,Below College,Medical,201,Medium,Female,79,High,1,Laboratory Technician,Medium,Single,1483,16102,1.0,No Overtime,14,3,Very High,0,1.0,3,High,1,0.0,0.0,0.0
40,No,Travel Frequently,1395,Research & Development,26,Bachelor,Medical,202,Medium,Female,54,High,2,Research Scientist,Medium,Divorced,5605,8504,1.0,No Overtime,11,3,Low,1,20.0,2,High,18,7.0,2.0,13.0
35,No,Travel Rarely,662,Sales,1,Doctor,Marketing,204,High,Male,94,High,3,Sales Executive,Medium,Married,7295,11439,1.0,No Overtime,13,3,Low,2,10.0,3,High,10,8.0,0.0,6.0
53,No,Travel Rarely,1436,Sales,6,College,Marketing,205,Medium,Male,34,High,2,Sales Representative,High,Married,2306,16047,2.0,Overtime,20,4,Very High,1,13.0,3,Low,7,7.0,4.0,5.0
45,No,Travel Rarely,194,Research & Development,9,Bachelor,Life Sciences,206,Medium,Male,60,High,2,Laboratory Technician,Medium,Divorced,2348,10901,8.0,No Overtime,18,3,High,1,20.0,2,Low,17,9.0,0.0,14.5
32,No,Travel Frequently,967,Sales,8,Bachelor,Marketing,207,Medium,Female,43,High,3,Sales Executive,Very High,Single,8998,15589,1.0,No Overtime,14,3,Very High,0,9.0,2,High,9,8.0,3.0,7.0
29,No,No Travel,1496,Research & Development,1,Below College,Technical Degree,208,Very High,Male,41,High,2,Manufacturing Director,High,Married,4319,26283,1.0,No Overtime,13,3,Low,1,10.0,1,High,10,7.0,0.0,9.0
51,No,Travel Rarely,1169,Research & Development,7,Master,Medical,211,Medium,Male,34,Medium,2,Manufacturing Director,High,Married,6132,13983,2.0,No Overtime,17,3,High,0,10.0,2,High,1,0.0,0.0,0.0
58,No,Travel Rarely,1145,Research & Development,9,Bachelor,Medical,214,Medium,Female,75,Medium,1,Research Scientist,Medium,Married,3346,11873,4.0,Overtime,20,4,Medium,1,9.0,3,Medium,1,0.0,0.0,0.0
40,No,Travel Rarely,630,Sales,4,Master,Marketing,215,High,Male,67,Medium,3,Sales Executive,Very High,Married,10855,8552,7.0,No Overtime,11,3,Low,1,15.0,2,Medium,12,11.0,2.0,11.0
34,No,Travel Frequently,303,Sales,2,Master,Marketing,216,High,Female,75,High,1,Sales Representative,High,Married,2231,11314,6.0,No Overtime,18,3,Very High,1,6.0,3,High,4,3.0,1.0,2.0
22,No,Travel Rarely,1256,Research & Development,19,Below College,Medical,217,High,Male,80,High,1,Research Scientist,Very High,Married,2323,11992,1.0,No Overtime,24,4,Low,2,2.0,6,High,2,2.0,2.0,2.0
27,No,No Travel,691,Research & Development,9,Bachelor,Medical,218,Very High,Male,57,High,1,Research Scientist,Medium,Divorced,2024,5970,6.0,No Overtime,18,3,Very High,1,6.0,1,Low,2,2.0,2.0,2.0
28,No,Travel Rarely,440,Research & Development,21,Bachelor,Medical,221,High,Male,42,High,1,Research Scientist,Very High,Married,2713,6672,1.0,No Overtime,11,3,High,1,5.0,2,Low,5,2.0,0.0,2.0
57,No,Travel Rarely,334,Research & Development,24,College,Life Sciences,223,High,Male,83,Very High,3,Healthcare Representative,Very High,Divorced,9439,23402,3.0,Overtime,16,3,Medium,1,12.0,2,Low,5,3.0,1.0,4.0
27,No,No Travel,1450,Research & Development,3,Bachelor,Medical,224,High,Male,79,Medium,1,Research Scientist,High,Divorced,2566,25326,1.0,Overtime,15,3,Very High,1,1.0,2,Medium,1,1.0,0.0,1.0
50,No,Travel Rarely,1452,Research & Development,11,Bachelor,Life Sciences,226,High,Female,53,High,5,Manager,Medium,Single,16581,17053,3.0,No Overtime,15,3,Medium,0,21.0,5,High,5,4.0,4.0,4.0
41,No,Travel Rarely,465,Research & Development,14,Bachelor,Life Sciences,227,Low,Male,56,High,1,Research Scientist,High,Divorced,2451,4609,4.0,No Overtime,12,3,Low,1,13.0,2,High,9,8.0,1.0,8.0
30,No,Travel Rarely,1339,Sales,5,Bachelor,Life Sciences,228,Medium,Female,41,High,3,Sales Executive,Very High,Married,9419,8053,2.0,No Overtime,12,3,High,1,12.0,2,High,10,9.0,7.0,4.0
38,No,Travel Rarely,702,Sales,1,Master,Life Sciences,230,Low,Female,59,Medium,2,Sales Executive,Very High,Single,8686,12930,4.0,No Overtime,22,4,High,0,12.0,2,Very High,8,3.0,0.0,7.0
32,No,Travel Rarely,120,Research & Development,6,Doctor,Life Sciences,231,High,Male,43,High,1,Research Scientist,High,Single,3038,12430,3.0,No Overtime,20,4,Low,0,8.0,2,High,5,4.0,1.0,4.0
27,No,Travel Rarely,1157,Research & Development,17,Bachelor,Technical Degree,233,High,Male,51,High,1,Research Scientist,Medium,Married,3058,13364,0.0,Overtime,16,3,Very High,1,6.0,3,Medium,5,2.0,1.0,1.0
19,Yes,Travel Frequently,602,Sales,1,Below College,Technical Degree,235,High,Female,100,Low,1,Sales Representative,Low,Single,2325,20989,0.0,No Overtime,21,4,Low,0,1.0,5,Very High,0,0.0,0.0,0.0
36,No,Travel Frequently,1480,Research & Development,3,College,Medical,238,Very High,Male,30,High,1,Laboratory Technician,Medium,Single,2088,15062,4.0,No Overtime,12,3,High,0,13.0,3,Medium,8,7.0,7.0,2.0
30,No,No Travel,111,Research & Development,9,Bachelor,Medical,239,High,Male,66,High,2,Laboratory Technician,Low,Divorced,3072,11012,1.0,No Overtime,11,3,High,2,12.0,4,High,12,9.0,6.0,10.0
45,No,Travel Rarely,1268,Sales,4,College,Life Sciences,240,High,Female,30,High,2,Sales Executive,Low,Divorced,5006,6319,4.0,Overtime,11,3,Low,1,9.0,3,Very High,5,4.0,0.0,3.0
56,No,Travel Rarely,713,Research & Development,8,Bachelor,Life Sciences,241,High,Female,67,High,1,Research Scientist,Low,Divorced,4257,13939,4.0,Overtime,18,3,High,1,19.0,3,High,2,2.0,2.0,2.0
33,No,Travel Rarely,134,Research & Development,2,Bachelor,Life Sciences,242,High,Male,90,High,1,Research Scientist,Very High,Single,2500,10515,0.0,No Overtime,14,3,Low,0,4.0,2,Very High,3,1.0,0.0,2.0
19,Yes,Travel Rarely,303,Research & Development,2,Bachelor,Life Sciences,243,Medium,Male,47,Medium,1,Laboratory Technician,Very High,Single,1102,9241,1.0,No Overtime,22,4,High,0,1.0,3,Medium,1,0.0,1.0,0.0
46,No,Travel Rarely,526,Sales,1,College,Marketing,244,Medium,Female,92,High,3,Sales Executive,Low,Divorced,10453,2137,1.0,No Overtime,25,4,High,3,24.0,2,High,18,13.0,7.5,7.0
38,No,Travel Rarely,1380,Research & Development,9,College,Life Sciences,245,High,Female,75,High,1,Laboratory Technician,Very High,Single,2288,6319,1.0,No Overtime,12,3,High,0,2.0,3,High,2,2.0,2.0,1.0
31,No,Travel Rarely,140,Research & Development,12,Below College,Medical,246,High,Female,95,High,1,Research Scientist,Very High,Married,3929,6984,8.0,Overtime,23,4,High,1,7.0,0,High,4,2.0,0.0,2.0
34,No,Travel Rarely,629,Research & Development,27,College,Medical,247,Very High,Female,95,High,1,Research Scientist,Medium,Single,2311,5711,2.0,No Overtime,15,3,Very High,0,9.0,3,High,3,2.0,1.0,2.0
41,Yes,Travel Rarely,1356,Sales,20,College,Marketing,248,Medium,Female,70,High,1,Sales Representative,Medium,Single,3140,21728,1.0,Overtime,22,4,Very High,0,4.0,5,Medium,4,3.0,0.0,2.0
50,No,Travel Rarely,328,Research & Development,1,Bachelor,Medical,249,High,Male,86,Medium,1,Laboratory Technician,High,Married,3690,3425,2.0,No Overtime,15,3,Very High,1,5.0,2,Medium,3,2.0,0.0,2.0
53,No,Travel Rarely,1084,Research & Development,13,College,Medical,250,Very High,Female,57,Very High,2,Manufacturing Director,Low,Divorced,4450,26250,1.0,No Overtime,11,3,High,2,5.0,3,High,4,2.0,1.0,3.0
33,No,Travel Rarely,931,Research & Development,14,Bachelor,Medical,252,Very High,Female,72,High,1,Research Scientist,Medium,Married,2756,4673,1.0,No Overtime,13,3,Very High,1,8.0,5,High,8,7.0,1.0,6.0
40,No,Travel Rarely,989,Research & Development,4,Below College,Medical,253,Very High,Female,46,High,5,Manager,High,Married,16581,6499,1.0,No Overtime,14,3,Medium,1,21.0,2,High,18,8.0,7.5,9.0
55,No,Travel Rarely,692,Research & Development,14,Master,Medical,254,High,Male,61,Very High,5,Research Director,Medium,Single,16581,13339,8.0,No Overtime,11,3,Very High,0,28.5,3,High,18,14.5,2.0,14.5
34,No,Travel Frequently,1069,Research & Development,2,Below College,Life Sciences,256,Very High,Male,45,Medium,2,Manufacturing Director,High,Married,9547,14074,1.0,No Overtime,17,3,High,0,10.0,2,Medium,10,9.0,1.0,9.0
51,No,Travel Rarely,313,Research & Development,3,Bachelor,Medical,258,Very High,Female,98,High,4,Healthcare Representative,Medium,Single,13734,7192,3.0,No Overtime,18,3,High,0,21.0,6,High,7,7.0,1.0,0.0
52,No,Travel Rarely,699,Research & Development,1,Master,Life Sciences,259,High,Male,65,Medium,5,Manager,High,Married,16581,5678,0.0,No Overtime,14,3,Low,1,28.5,5,High,18,14.5,7.5,9.0
27,No,Travel Rarely,894,Research & Development,9,Bachelor,Medical,260,Very High,Female,99,High,1,Research Scientist,Medium,Single,2279,11781,1.0,No Overtime,16,3,Very High,0,7.0,2,Medium,7,7.0,0.0,3.0
35,Yes,Travel Rarely,556,Research & Development,23,College,Life Sciences,261,Medium,Male,50,Medium,2,Manufacturing Director,High,Married,5916,15497,3.0,Overtime,13,3,Low,0,8.0,1,High,1,0.0,0.0,1.0
43,No,No Travel,1344,Research & Development,7,Bachelor,Medical,262,Very High,Male,37,Very High,1,Research Scientist,Very High,Divorced,2089,5228,4.0,No Overtime,14,3,Very High,3,7.0,3,Very High,5,4.0,2.0,2.0
45,No,No Travel,1195,Research & Development,2,College,Medical,264,Low,Male,65,Medium,4,Manager,Very High,Married,16581,20462,8.5,No Overtime,23,4,Very High,1,22.0,1,High,18,8.0,7.5,8.0
37,No,Travel Rarely,290,Research & Development,21,Bachelor,Life Sciences,267,Medium,Male,65,Very High,1,Research Scientist,Low,Married,3564,22977,1.0,Overtime,12,3,Low,1,8.0,3,Medium,8,7.0,1.0,7.0
35,No,Travel Frequently,138,Research & Development,2,Bachelor,Medical,269,Medium,Female,37,High,2,Laboratory Technician,Medium,Single,4425,15986,5.0,No Overtime,11,3,Very High,0,10.0,5,High,6,2.0,1.0,2.0
42,No,No Travel,926,Research & Development,21,College,Medical,270,High,Female,36,High,2,Manufacturing Director,High,Divorced,5265,16439,2.0,No Overtime,16,3,Medium,1,11.0,5,High,5,3.0,0.0,2.0
38,No,Travel Rarely,1261,Research & Development,2,Master,Life Sciences,271,Very High,Male,88,High,2,Manufacturing Director,High,Married,6553,7259,8.5,No Overtime,14,3,Medium,0,14.0,3,High,1,0.0,0.0,0.0
38,No,Travel Rarely,1084,Research & Development,29,Bachelor,Technical Degree,273,Very High,Male,54,High,2,Manufacturing Director,Very High,Married,6261,4185,3.0,No Overtime,18,3,Low,1,9.0,3,Low,7,7.0,1.0,7.0
27,No,Travel Frequently,472,Research & Development,1,Below College,Technical Degree,274,High,Male,60,Medium,2,Manufacturing Director,Low,Married,4298,9679,5.0,No Overtime,19,3,High,1,6.0,1,High,2,2.0,2.0,0.0
49,No,No Travel,1002,Research & Development,18,Master,Life Sciences,275,Very High,Male,92,High,2,Manufacturing Director,Very High,Divorced,6804,23793,1.0,Overtime,15,3,Low,2,7.0,0,High,7,7.0,1.0,7.0
34,No,Travel Frequently,878,Research & Development,10,Master,Medical,277,Very High,Male,43,High,1,Research Scientist,High,Divorced,3815,5972,1.0,Overtime,17,3,Very High,1,5.0,4,Very High,5,3.0,2.0,0.0
40,No,Travel Rarely,905,Research & Development,19,College,Medical,281,High,Male,99,High,2,Laboratory Technician,Very High,Married,2741,16523,8.0,Overtime,15,3,High,1,15.0,2,Very High,7,2.0,3.0,7.0
38,Yes,Travel Rarely,1180,Research & Development,29,Below College,Medical,282,Medium,Male,70,High,2,Healthcare Representative,Low,Married,6673,11354,7.0,Overtime,19,3,Medium,0,17.0,2,High,1,0.0,0.0,0.0
29,Yes,Travel Rarely,121,Sales,27,Bachelor,Marketing,283,Medium,Female,35,High,3,Sales Executive,Very High,Married,7639,24525,1.0,No Overtime,22,4,Very High,3,10.0,3,Medium,10,4.0,1.0,9.0
22,No,Travel Rarely,1136,Research & Development,5,Bachelor,Life Sciences,284,Very High,Male,60,Very High,1,Research Scientist,Medium,Divorced,2328,12392,1.0,Overtime,16,3,Low,1,4.0,2,Medium,4,2.0,2.0,2.0
36,No,Travel Frequently,635,Research & Development,18,Below College,Medical,286,Medium,Female,73,High,1,Laboratory Technician,Very High,Single,2153,7703,1.0,No Overtime,13,3,Low,0,8.0,2,High,8,1.0,1.0,7.0
40,No,No Travel,1151,Research & Development,9,Doctor,Life Sciences,287,Very High,Male,63,Medium,2,Healthcare Representative,Very High,Married,4876,14242,8.5,No Overtime,14,3,Very High,1,5.0,5,Low,3,2.0,0.0,2.0
46,No,Travel Rarely,644,Research & Development,1,Master,Medical,288,Very High,Male,97,High,3,Healthcare Representative,Low,Divorced,9396,12368,7.0,No Overtime,16,3,High,1,17.0,3,High,4,2.0,0.0,3.0
32,Yes,Travel Rarely,1045,Sales,4,Master,Medical,291,Very High,Male,32,Low,3,Sales Executive,Very High,Married,10400,25812,1.0,No Overtime,11,3,High,0,14.0,2,Medium,14,8.0,7.5,8.0
30,No,No Travel,829,Research & Development,1,Below College,Life Sciences,292,High,Male,88,Medium,3,Manufacturing Director,High,Single,8474,20925,1.0,No Overtime,22,4,High,0,12.0,2,High,11,8.0,5.0,8.0
27,No,Travel Frequently,1242,Sales,20,Bachelor,Life Sciences,293,Very High,Female,90,High,2,Sales Executive,High,Single,9981,12916,1.0,No Overtime,14,3,Very High,0,7.0,2,High,7,7.0,0.0,7.0
51,No,Travel Rarely,1469,Research & Development,8,Master,Life Sciences,296,Medium,Male,81,Medium,3,Research Director,Medium,Married,12490,15736,5.0,No Overtime,16,3,Very High,2,16.0,5,Low,10,9.0,4.0,7.0
30,Yes,Travel Rarely,1005,Research & Development,3,Bachelor,Technical Degree,297,Very High,Female,88,High,1,Research Scientist,Low,Single,2657,8556,5.0,Overtime,11,3,High,0,8.0,5,High,5,2.0,0.0,4.0
41,No,Travel Rarely,896,Sales,6,Bachelor,Life Sciences,298,Very High,Female,75,High,3,Manager,Very High,Single,13591,14674,3.0,Overtime,18,3,High,0,16.0,3,High,1,0.0,0.0,0.0
30,Yes,Travel Frequently,334,Sales,26,Master,Marketing,299,High,Female,52,Medium,2,Sales Executive,Low,Single,6696,22967,5.0,No Overtime,15,3,High,0,9.0,5,Medium,6,3.0,0.0,1.0
29,Yes,Travel Rarely,992,Research & Development,1,Bachelor,Technical Degree,300,High,Male,85,High,1,Research Scientist,High,Single,2058,19757,0.0,No Overtime,14,3,Very High,0,7.0,1,Medium,6,2.0,1.0,5.0
45,No,No Travel,1052,Sales,6,Bachelor,Medical,302,Very High,Female,57,Medium,3,Sales Executive,Very High,Single,8865,16840,6.0,No Overtime,12,3,Very High,0,23.0,2,High,18,7.0,7.5,8.0
54,No,Travel Rarely,1147,Sales,3,Bachelor,Marketing,303,Very High,Female,52,High,2,Sales Executive,Low,Married,5940,17011,2.0,No Overtime,14,3,Very High,1,16.0,4,High,6,2.0,0.0,5.0
36,No,Travel Rarely,1396,Research & Development,5,College,Life Sciences,304,Very High,Male,62,High,2,Laboratory Technician,Medium,Single,5914,9945,8.0,No Overtime,16,3,Very High,0,16.0,3,Very High,13,11.0,3.0,7.0
33,No,Travel Rarely,147,Research & Development,4,Master,Medical,305,High,Female,47,Medium,1,Research Scientist,Medium,Married,2622,13248,6.0,No Overtime,21,4,Very High,0,7.0,3,High,3,2.0,1.0,1.0
37,No,Travel Frequently,663,Research & Development,11,Bachelor,Other,306,Medium,Male,47,High,3,Research Director,Very High,Divorced,12185,10056,1.0,Overtime,14,3,High,3,10.0,1,High,10,8.0,0.0,7.0
38,No,Travel Rarely,119,Sales,3,Bachelor,Life Sciences,307,Low,Male,76,High,3,Sales Executive,High,Divorced,10609,9647,0.0,No Overtime,12,3,High,2,17.0,6,Medium,16,10.0,5.0,13.0
31,No,No Travel,979,Research & Development,1,Master,Medical,308,High,Male,90,Low,2,Manufacturing Director,High,Married,4345,4381,0.0,No Overtime,12,3,Very High,1,6.0,2,High,5,4.0,1.0,4.0
59,No,Travel Rarely,142,Research & Development,3,Bachelor,Life Sciences,309,High,Male,70,Medium,1,Research Scientist,Very High,Married,2177,8456,3.0,No Overtime,17,3,Low,1,7.0,6,High,1,0.0,0.0,0.0
37,No,Travel Frequently,319,Sales,4,Master,Marketing,311,Low,Male,41,High,1,Sales Representative,Very High,Divorced,2793,2539,4.0,No Overtime,17,3,High,1,13.0,2,High,9,8.0,5.0,8.0
29,No,Travel Frequently,1413,Sales,1,Below College,Medical,312,Medium,Female,42,High,3,Sales Executive,Very High,Married,7918,6599,1.0,No Overtime,14,3,Very High,1,11.0,5,High,11,10.0,4.0,1.0
35,No,Travel Frequently,944,Sales,1,Bachelor,Marketing,314,High,Female,92,High,3,Sales Executive,High,Single,8789,9096,1.0,No Overtime,14,3,Low,0,10.0,3,Very High,10,7.0,0.0,8.0
29,Yes,Travel Rarely,896,Research & Development,18,Below College,Medical,315,High,Male,86,Medium,1,Research Scientist,Very High,Single,2389,14961,1.0,Overtime,13,3,High,0,4.0,3,Medium,4,3.0,0.0,1.0
